2.0,2.0,1.0,5.0,0.37977327669
0.0,3.0,7.0,0.0,0.327111320999
1.0,7.0,2.0,0.0,0.299966843271
2.0,0.0,1.0,7.0,0.418818851049
0.0,1.0,7.0,2.0,0.37715997655
1.0,5.0,2.0,2.0,0.342914123304
2.0,6.0,1.0,1.0,0.313112696081
3.0,2.0,4.0,1.0,0.304255997572
1.0,3.0,2.0,4.0,0.404786007188
2.0,4.0,1.0,3.0,0.3227245336
3.0,0.0,4.0,3.0,0.311897174545
1.0,1.0,2.0,6.0,0.425926186275
6.0,1.0,1.0,2.0,0.28722717817
6.0,3.0,1.0,0.0,0.266531693723
5.0,0.0,2.0,3.0,0.293849624067
5.0,2.0,2.0,1.0,0.287462776302
1.0,0.0,9.0,0.0,0.308651292252
0.0,4.0,1.0,5.0,0.426290796179
1.0,0.0,4.0,5.0,0.409859844608
4.0,3.0,0.0,3.0,0.284481684782
3.0,3.0,2.0,2.0,0.308352479415
1.0,4.0,4.0,1.0,0.323659002191
7.0,0.0,3.0,0.0,0.267419178362
1.0,3.0,3.0,3.0,0.371822640759
2.0,4.0,0.0,4.0,0.351011488659
8.0,1.0,0.0,1.0,0.282996451109
4.0,0.0,6.0,0.0,0.273751996144
5.0,1.0,4.0,0.0,0.271009063487
2.0,1.0,6.0,1.0,0.318091309433
4.0,5.0,1.0,0.0,0.272378633385
1.0,2.0,5.0,2.0,0.341415092795
4.0,1.0,1.0,4.0,0.300549478665
1.0,0.0,5.0,4.0,0.390640261358
4.0,3.0,1.0,2.0,0.291802264833
1.0,4.0,5.0,0.0,0.310598712982
7.0,0.0,2.0,1.0,0.283092745275
0.0,0.0,2.0,8.0,0.433993287093
8.0,1.0,1.0,0.0,0.257542514472
1.0,1.0,0.0,8.0,0.453620324871
0.0,2.0,1.0,7.0,0.431894412127
1.0,1.0,3.0,5.0,0.415544658073
2.0,6.0,0.0,2.0,0.310865043484
2.0,1.0,7.0,0.0,0.306821458968
4.0,5.0,0.0,1.0,0.281584414505
3.0,5.0,2.0,0.0,0.278409806891
0.0,6.0,1.0,3.0,0.397551699222
1.0,2.0,4.0,3.0,0.368229352527
1.0,5.0,3.0,1.0,0.323301888538
0.0,8.0,2.0,0.0,0.327111320999
4.0,1.0,0.0,5.0,0.286202999771
2.0,2.0,0.0,6.0,0.422080475902
3.0,1.0,2.0,4.0,0.319614874818
1.0,9.0,0.0,0.0,0.292577731241
0.0,3.0,6.0,1.0,0.34931829432
0.0,1.0,6.0,3.0,0.379964494736
3.0,2.0,5.0,0.0,0.291304746371
3.0,0.0,5.0,2.0,0.307533624027
6.0,1.0,0.0,3.0,0.282996451109
6.0,3.0,0.0,1.0,0.280114546122
0.0,6.0,0.0,4.0,0.44515439187
5.0,0.0,3.0,2.0,0.288624822429
3.0,3.0,3.0,1.0,0.304218677596
0.0,4.0,0.0,6.0,0.451081903857
5.0,2.0,3.0,0.0,0.272793656289
3.0,1.0,3.0,3.0,0.313821466234
1.0,0.0,8.0,1.0,0.319878858045
0.0,3.0,0.0,7.0,0.451878152386
6.0,0.0,0.0,4.0,0.284051087161
4.0,4.0,1.0,1.0,0.289494640801
3.0,4.0,3.0,0.0,0.282751082748
5.0,0.0,4.0,1.0,0.286592120367
6.0,4.0,0.0,0.0,0.26331676178
0.0,7.0,0.0,3.0,0.417374637147
1.0,8.0,1.0,0.0,0.297471372264
4.0,0.0,1.0,5.0,0.30136698567
3.0,0.0,3.0,4.0,0.31917337569
1.0,1.0,4.0,4.0,0.390330274761
0.0,5.0,1.0,4.0,0.421312729375
3.0,2.0,2.0,3.0,0.31467273834
0.0,0.0,6.0,4.0,0.385623794984
1.0,5.0,4.0,0.0,0.310328081258
0.0,4.0,6.0,0.0,0.327111320999
1.0,0.0,1.0,8.0,0.434607731417
6.0,0.0,1.0,3.0,0.291382399946
8.0,0.0,0.0,2.0,0.28393016545
6.0,2.0,1.0,1.0,0.283428046706
8.0,2.0,0.0,0.0,0.26331676178
5.0,1.0,2.0,2.0,0.289712492714
5.0,3.0,2.0,0.0,0.272358289268
1.0,1.0,5.0,3.0,0.36485224
1.0,6.0,2.0,1.0,0.322866515313
